Source,Target,Weight,Timestamp
1,2989,1,1346126400
1,2996,1,1346212800
1,2999,1,1346558400
1,3000,1,1346558400
1,3004,1,1348632000
1,3006,1,1347595200
1,3010,1,1347854400
1,3013,1,1358139600
1,3020,1,1348977600
1,3023,1,1349841600
1,3026,1,1349841600
1,3027,1,1349928000
1,3042,1,1354770000
1,3048,1,1352178000
1,3057,1,1352782800
1,3059,1,1353128400
1,3062,1,1353387600
1,3064,1,1353646800
1,3068,1,1354856400
1,3070,1,1353992400
1,3078,1,1354683600
1,3083,1,1356066000
1,3084,1,1355547600
1,3088,1,1355893200
1,3101,1,1357102800
1,3103,1,1357362000
1,3111,1,1358226000
1,3113,1,1358658000
1,3118,1,1359435600
1,3124,1,1360213200
1,3134,1,1361077200
1,3139,1,1364529600
1,3141,1,1362805200
1,3142,1,1362459600
1,3143,1,1362718800
1,3148,1,1362718800
1,3149,1,1362805200
1,3156,1,1363838400
1,3163,1,1364529600
1,3167,1,1364356800
1,3173,1,1364875200
1,3189,1,1366171200
1,3193,1,1366084800
1,3202,1,1365998400
1,3210,1,1366430400
1,3211,1,1366516800
1,3215,1,1367553600
1,3233,1,1368936000
1,3245,1,1369627200
1,3247,1,1370318400
1,3253,1,1371441600
1,3254,2,1372392000
1,3256,1,1373515200
1,3259,1,1372564800
1,3279,1,1375243200
1,3283,1,1375675200
1,3290,1,1377316800
1,3292,1,1377576000
1,3295,1,1379908800
1,3298,1,1378872000
1,3300,1,1379908800
1,3313,1,1383105600
1,3316,1,1384923600
1,3317,1,1386306000
1,3319,1,1385701200
1,3329,1,1386306000
1,3330,1,1385701200
1,3332,1,1386219600
1,3335,1,1386478800
1,3339,1,1388379600
1,3341,1,1388898000
1,3349,1,1395288000
1,3355,1,1414990800
1,3367,1,1398312000
1,3375,1,1399176000
1,3385,1,1403755200
1,3402,1,1419310800
1,3414,1,1417064400
1,3418,1,1419310800
1,3421,1,1420088400
1,3422,1,1420347600
1,4721,1,1315713600
1,7341,1,1364529600
1,7348,-1,1387429200
1,7425,-1,1336795200
1,7427,1,1352782800
1,7431,1,1361768400
1,7557,-1,1312516800
1,7589,-1,1305000000
1,7603,1,1320901200
2,1,4,1411963200
2,3,1,1376625600
2,4,9,1298264400
2,5,1,1387170000
2,7,3,1375761600
2,8,5,1376366400
2,9,5,1320814800
2,10,3,1291006800
2,11,-5,1411963200
2,13,2,1376625600
2,14,2,1376798400
2,15,3,1327381200
2,16,1,1376798400
2,17,5,1336104000
2,18,1,1361250000
2,19,2,1393131600
2,20,8,1333339200
2,21,3,1330491600
2,22,4,1393218000
2,23,8,1308196800
2,24,3,1376625600
2,25,1,1336363200
2,31,6,1325653200
2,35,1,1307246400
2,37,10,1343102400
2,38,9,1394424000
2,39,1,1311220800
2,40,8,1308196800
2,42,5,1306987200
2,43,1,1397793600
2,44,1,1301544000
2,45,3,1301889600
2,47,5,1331870400
2,51,2,1343102400
2,52,1,1332388800
2,54,8,1296622800
2,63,1,1305432000
2,65,1,1305259200
2,66,3,1333425600
2,67,1,1326344400
2,70,2,1329109200
2,74,6,1296622800
2,75,3,1324011600
2,77,2,1333252800
2,83,1,1330664400
2,85,1,1376625600
2,87,1,1387170000
2,89,1,1345003200
2,90,2,1342929600
2,91,8,1308196800
2,93,1,1363838400
2,95,1,1376625600
2,97,1,1331010000
2,99,4,1305000000
2,106,2,1343275200
2,107,4,1362027600
2,108,7,1323493200
2,109,5,1304481600
2,111,1,1385355600
2,113,8,1308196800
2,117,1,1329627600
2,119,6,1306036800
2,121,3,1326776400
2,126,1,1398312000
2,133,2,1331524800
2,137,3,1345608000
2,139,2,1376625600
2,140,2,1311134400
2,145,4,1411963200
2,146,1,1329454800
2,148,1,1301284800
2,150,5,1308283200
2,161,1,1335844800
2,164,2,1396929600
2,165,3,1409457600
2,168,9,1290920400
2,175,1,1321160400
2,182,2,1306123200
2,185,6,1336190400
2,188,6,1333598400
2,189,3,1340856000
2,200,1,1301976000
2,206,2,1376625600
2,209,1,1302840000
2,211,2,1327554000
2,217,2,1306900800
2,219,1,1367467200
2,223,5,1344916800
2,236,1,1306036800
2,237,1,1302840000
2,238,1,1304308800
2,241,2,1342584000
2,242,1,1393218000
2,250,7,1308196800
2,251,2,1305000000
2,257,5,1335931200
2,263,5,1305172800
2,264,3,1331010000
2,268,1,1345435200
2,270,3,1321160400
2,271,7,1308196800
2,272,2,1312516800
2,299,1,1304827200
2,306,1,1338696000
2,312,6,1298869200
2,318,2,1355202000
2,350,1,1346299200
2,353,3,1304481600
2,355,1,1304308800
2,379,1,1297573200
2,381,5,1361768400
2,382,1,1304308800
2,402,1,1289192400
2,412,1,1376798400
2,420,1,1303099200
2,424,1,1309060800
2,436,1,1295154000
2,446,2,1298005200
2,449,1,1307073600
2,469,7,1301284800
2,471,7,1308196800
2,473,4,1306987200
2,489,4,1336449600
2,503,2,1302235200
2,504,1,1302408000
2,508,1,1305086400
2,512,1,1293685200
2,532,1,1302667200
2,561,2,1354510800
2,562,3,1327640400
2,564,1,1303444800
2,587,1,1320642000
2,647,1,1401940800
2,658,3,1304568000
2,672,1,1311480000
2,681,2,1321419600
2,710,2,1292907600
2,767,8,1308196800
2,769,2,1298005200
2,774,1,1303272000
2,777,1,1305518400
2,787,3,1338696000
2,798,-10,1339387200
2,862,2,1312171200
2,871,3,1320465600
2,915,1,1305432000
2,917,2,1294030800
2,986,1,1301284800
2,987,1,1302235200
2,1090,1,1304049600
2,1098,2,1305000000
2,1127,1,1290661200
2,1156,1,1381896000
2,1209,2,1296622800
2,1222,1,1303963200
2,1225,1,1304654400
2,1232,1,1304654400
2,1380,2,1393045200
2,1409,2,1303963200
2,1421,1,1304827200
2,1475,1,1315022400
2,1487,1,1326862800
2,1494,2,1333598400
2,1603,1,1301284800
2,1632,2,1291006800
2,1635,1,1305432000
2,1691,2,1385528400
2,1693,1,1308024000
2,1709,1,1311652800
2,1785,1,1343102400
2,1922,1,1302753600
2,1929,1,1306296000
2,1936,1,1304481600
2,1957,1,1305432000
2,1977,1,1306123200
2,1998,1,1306900800
2,2006,2,1307073600
2,2404,2,1393045200
2,2446,1,1301976000
2,2459,1,1303444800
2,2488,1,1304481600
2,2497,1,1305000000
2,2499,1,1305000000
2,2698,1,1297746000
2,2839,1,1327640400
2,5342,1,1376798400
2,7400,5,1306036800
2,7401,1,1302408000
2,7482,-10,1345694400
2,7500,-10,1345694400
2,7508,-5,1306468800
2,7552,-5,1411963200
2,7577,-10,1333339200
2,7583,-10,1341115200
2,7603,-10,1411963200
3,5,8,1372996800
3,6,8,1361941200
3,7,2,1353906000
3,8,1,1354597200
3,10,1,1360213200
3,11,1,1354424400
3,12,1,1367553600
3,13,3,1353992400
3,19,3,1395979200
3,21,2,1362805200
3,24,3,1365393600
3,27,1,1360472400
3,29,2,1354338000
3,30,3,1365652800
3,31,3,1365307200
3,32,5,1365566400
3,34,5,1376280000
3,36,4,1354338000
3,40,1,1357707600
3,42,3,1362546000
3,43,5,1370577600
3,49,1,1364529600
3,53,1,1355979600
3,56,5,1365739200
3,62,1,1354338000
3,63,2,1356152400
3,72,1,1390107600
3,75,1,1355029200
3,81,2,1365134400
3,87,1,1392267600
3,88,2,1385442000
3,90,3,1357707600
3,92,8,1355029200
3,93,4,1372219200
3,95,1,1353992400
3,97,1,1371441600
3,100,1,1355979600
3,103,6,1370491200
3,105,4,1389243600
3,107,2,1359954000
3,111,1,1364529600
3,115,3,1369540800
3,116,1,1352350800
3,120,5,1392354000
3,123,6,1364875200
3,124,3,1357448400
3,125,1,1360299600
3,135,1,1360386000
3,136,3,1365739200
3,142,5,1364616000
3,158,2,1385182800
3,162,2,1363147200
3,163,2,1384923600
3,170,5,1348113600
3,172,-1,1394942400
3,173,1,1360299600
3,174,2,1361854800
3,190,3,1363579200
3,197,4,1363233600
3,199,1,1354510800
3,203,1,1365825600
3,205,1,1361941200
3,207,6,1392267600
3,208,4,1367726400
3,227,1,1355202000
3,228,1,1355288400
3,242,1,1363233600
3,244,2,1363665600
3,247,2,1373947200
3,259,4,1360645200
3,262,3,1370318400
3,266,1,1359694800
3,286,1,1362632400
3,287,6,1371355200
3,288,1,1364702400
3,289,2,1365739200
3,290,1,1392267600
3,291,3,1373947200
3,295,1,1372392000
3,296,1,1359867600
3,309,1,1378094400
3,320,1,1357880400
3,331,3,1357448400
3,333,5,1371441600
3,345,1,1372996800
3,347,4,1365393600
3,351,5,1385528400
3,358,2,1363752000
3,394,2,1354942800
3,396,3,1396756800
3,433,1,1365307200
3,454,1,1365739200
3,460,3,1365912000
3,492,4,1357189200
3,493,3,1362027600
3,509,4,1361422800
3,525,2,1365825600
3,557,3,1372219200
3,590,2,1385442000
3,621,3,1361077200
3,632,2,1362027600
3,638,2,1366257600
3,641,2,1363147200
3,646,2,1364443200
3,650,1,1385701200
3,656,1,1354424400
3,691,1,1363147200
3,701,1,1353128400
3,702,3,1365307200
3,703,1,1359176400
3,720,1,1385096400
3,748,2,1385528400
3,749,1,1352350800
3,752,2,1355115600
3,753,1,1367553600
3,754,3,1356238800
3,755,1,1357275600
3,757,1,1364529600
3,774,1,1363665600
3,815,1,1360299600
3,818,4,1366171200
3,876,1,1348113600
3,877,1,1354165200
3,879,4,1360731600
3,883,1,1354683600
3,885,1,1357102800
3,886,2,1359608400
3,890,3,1365739200
3,891,3,1370577600
3,937,2,1356152400
3,955,1,1357362000
3,969,2,1360040400
3,971,3,1362027600
3,973,4,1363924800
3,974,4,1385787600
3,976,1,1365739200
3,1036,3,1361250000
3,1043,1,1353042000
3,1054,3,1362718800
3,1056,4,1359522000
3,1059,1,1363320000
3,1060,1,1362718800
3,1061,3,1365739200
3,1063,1,1365739200
3,1129,1,1357707600
3,1147,1,1357621200
3,1174,2,1366084800
3,1175,2,1364529600
3,1184,1,1366862400
3,1274,1,1355288400
3,1336,1,1372996800
3,1338,5,1348113600
3,1339,2,1354683600
3,1347,2,1353042000
3,1348,1,1355115600
3,1356,3,1361250000
3,1358,1,1365998400
3,1359,3,1365048000
3,1360,2,1361941200
3,1361,3,1362632400
3,1362,4,1363233600
3,1363,2,1365048000
3,1367,1,1365480000
3,1375,1,1371873600
3,1379,1,1383714000
3,1456,1,1359090000
3,1459,1,1360818000
3,1523,2,1356238800
3,1524,1,1353128400
3,1536,2,1355547600
3,1545,4,1360645200
3,1547,4,1362632400
3,1548,2,1360558800
3,1550,1,1362718800
3,1555,3,1365825600
3,1558,3,1365393600
3,1560,1,1365998400
3,1576,2,1370577600
3,1790,2,1363406400
3,1815,1,1360126800
3,1816,2,1354338000
3,1818,3,1362200400
3,1824,3,1357448400
3,1832,2,1358917200
3,1834,2,1360126800
3,1835,1,1360386000
3,1836,1,1360040400
3,1837,1,1360386000
3,1839,2,1363924800
3,1843,1,1364529600
3,1849,3,1365566400
3,1853,1,1367294400
3,2053,1,1365220800
3,2263,1,1364616000
3,2280,4,1362632400
3,2285,1,1354683600
3,2290,1,1354510800
3,2291,2,1355115600
3,2295,2,1355029200
3,2298,1,1355547600
3,2300,2,1355634000
3,2306,2,1357189200
3,2308,1,1357534800
3,2311,1,1358485200
3,2315,1,1360645200
3,2321,2,1361077200
3,2328,1,1362974400
3,2331,1,1362632400
3,2332,1,1363320000
3,2334,1,1363320000
3,2336,1,1363838400
3,2346,2,1364961600
3,2353,2,1366603200
3,2903,1,1369108800
3,3049,1,1352350800
3,3087,1,1355547600
3,3105,1,1358571600
3,3127,1,1360126800
3,3132,1,1363665600
3,3154,1,1363147200
3,3181,1,1364961600
3,3198,1,1365739200
3,3200,1,1365652800
3,3203,1,1365652800
3,3221,1,1366862400
3,3254,2,1373688000
3,3260,1,1371960000
3,3275,1,1374120000
3,3328,1,1385182800
3,5679,1,1357189200
3,7336,2,1353214800
3,7341,1,1365825600
3,7377,2,1361768400
3,7380,2,1370404800
3,7390,1,1367553600
3,7406,1,1358917200
3,7431,1,1361250000
3,7432,1,1360213200
3,7509,2,1364616000
3,7512,2,1369108800
3,7525,2,1373860800
3,7595,3,1363060800
3,7604,-10,1398312000
4,1,2,1299646800
4,2,7,1298264400
4,9,2,1319774400
4,10,1,1291698000
4,11,3,1331870400
4,16,4,1303876800
4,17,4,1338782400
4,21,3,1327122000
4,23,5,1297400400
4,25,3,1343016000
4,26,1,1310616000
4,31,4,1342238400
4,35,1,1323579600
4,37,4,1303790400
4,39,4,1309406400
4,40,5,1301889600
4,45,5,1306987200
4,47,2,1325912400
4,54,5,1301889600
4,63,5,1340596800
4,65,4,1323061200
4,67,1,1345435200
4,72,2,1316491200
4,74,4,1318824000
4,77,5,1311998400
4,84,3,1307851200
4,88,2,1306296000
4,91,5,1301889600
4,95,2,1350619200
4,97,3,1326085200
4,99,2,1291352400
4,106,4,1305604800
4,109,1,1304395200
4,111,1,1304740800
4,113,3,1290747600
4,117,1,1309320000
4,119,5,1301889600
4,121,3,1292302800
4,131,5,1305777600
4,136,4,1346558400
4,139,1,1304222400
4,140,2,1313208000
4,145,2,1303185600
4,148,5,1307937600
4,150,5,1304481600
4,153,2,1308110400
4,156,1,1324270800
4,159,3,1345953600
4,168,6,1337400000
4,177,3,1337313600
4,178,1,1345521600
4,181,2,1305691200
4,193,2,1299042000
4,202,3,1306468800
4,211,-5,1343620800
4,215,3,1311998400
4,223,4,1302235200
4,224,1,1303531200
4,227,1,1355202000
4,231,-1,1311220800
4,236,2,1303358400
4,237,2,1297400400
4,249,1,1300680000
4,250,2,1299128400
4,251,3,1322456400
4,265,1,1334808000
4,270,3,1303963200
4,274,3,1316318400
4,302,6,1309320000
4,311,5,1313380800
4,312,5,1293598800
4,313,1,1304827200
4,323,2,1304308800
4,326,2,1305345600
4,341,1,1305345600
4,347,1,1339992000
4,353,1,1303617600
4,356,2,1307937600
4,361,2,1330318800
4,365,3,1305172800
4,366,2,1303185600
4,367,2,1306123200
4,379,3,1300161600
4,380,2,1301889600
4,381,5,1307851200
4,386,2,1313899200
4,396,1,1353992400
4,401,1,1303617600
4,411,1,1353906000
4,419,2,1300507200
4,420,4,1303704000
4,423,5,1315108800
4,437,4,1302753600
4,439,2,1293426000
4,446,1,1296018000
4,466,3,1304049600
4,468,2,1299992400
4,479,4,1313985600
4,489,2,1341720000
4,501,5,1305518400
4,508,4,1305086400
4,510,4,1309320000
4,512,1,1299042000
4,521,1,1342065600
4,531,1,1298696400
4,532,1,1295845200
4,534,4,1305345600
4,535,1,1304222400
4,536,2,1305691200
4,538,2,1307073600
4,561,3,1324011600
4,562,5,1305259200
4,567,3,1304827200
4,570,1,1305259200
4,572,3,1350100800
4,578,3,1307505600
4,583,2,1309060800
4,609,2,1305000000
4,626,4,1307419200
4,654,3,1305259200
4,661,3,1306036800
4,664,2,1306814400
4,683,4,1321074000
4,710,3,1297918800
4,711,2,1306468800
4,716,1,1304913600
4,718,1,1304740800
4,727,2,1307505600
4,733,1,1312948800
4,768,2,1296450000
4,771,2,1302926400
4,772,1,1303185600
4,773,1,1302840000
4,777,4,1306036800
4,781,2,1307246400
4,807,1,1347163200
4,840,1,1299906000
4,841,3,1300680000
4,842,1,1300939200
4,848,1,1302926400
4,859,1,1307419200
4,910,3,1306296000
4,917,3,1305518400
4,918,1,1305691200
4,1003,2,1306296000
4,1009,3,1307246400
4,1010,2,1307419200
4,1025,1,1327208400
4,1038,1,1342497600
4,1054,1,1353819600
4,1085,2,1303531200
4,1086,1,1304481600
4,1087,1,1303617600
4,1088,2,1304222400
4,1091,3,1306814400
4,1107,3,1305864000
4,1108,3,1306468800
4,1109,4,1305950400
4,1139,1,1325134800
4,1209,1,1293598800
4,1218,1,1304481600
4,1230,4,1304308800
4,1233,2,1305000000
4,1239,4,1306382400
4,1264,2,1310011200
4,1270,3,1298091600
4,1295,1,1326430800
4,1322,1,1336449600
4,1398,3,1306209600
4,1415,2,1304740800
4,1445,3,1308110400
4,1602,3,1301544000
4,1611,2,1304395200
4,1615,2,1304654400
4,1621,2,1304827200
4,1634,2,1305518400
4,1636,1,1306296000
4,1642,1,1305950400
4,1678,3,1310961600
4,1691,2,1347422400
4,1702,2,1309665600
4,1737,1,1325394000
4,1816,1,1299214800
4,1908,1,1299128400
4,1909,1,1296709200
4,2001,1,1307246400
4,2002,2,1307160000
4,2017,2,1307764800
4,2024,2,1307592000
4,2103,1,1297314000
4,2201,2,1339732800
4,2405,1,1392958800
4,2439,1,1299646800
4,2442,1,1300334400
4,2454,1,1303012800
4,2465,1,1303617600
4,2467,1,1303963200
4,2468,1,1303876800
4,2485,1,1304395200
4,2492,1,1304654400
4,2511,1,1305518400
4,2709,1,1310616000
4,2740,1,1313553600
4,2868,1,1331524800
4,2997,1,1346731200
4,3356,1,1393045200
4,3774,2,1306641600
4,7327,2,1311307200
4,7401,4,1302408000
4,7550,1,1300161600
4,7552,6,1301889600
4,7569,-1,1304395200
4,7582,-1,1304740800
4,7589,-1,1305000000
4,7596,-10,1308024000
5,2,1,1387170000
5,3,8,1383627600
5,6,6,1382328000
5,8,8,1370145600
5,11,-10,1395806400
5,12,3,1387170000
5,13,7,1377489600
5,19,8,1385442000
5,24,3,1382068800
5,26,2,1380945600
5,27,1,1382500800
5,29,2,1385960400
5,31,6,1385010000
5,32,5,1386738000
5,33,1,1382241600
5,36,4,1408507200
5,42,5,1382500800
5,43,4,1383627600
5,46,7,1377489600
5,47,2,1402718400
5,49,4,1386651600
5,53,6,1387515600
5,58,4,1393477200
5,59,4,1407729600
5,61,3,1381204800
5,67,8,1380427200
5,68,5,1373256000
5,81,4,1369972800
5,82,1,1389589200
5,85,3,1404792000
5,88,3,1385528400
5,92,1,1389502800
5,93,1,1373515200
5,96,2,1397448000
5,97,1,1373774400
5,100,5,1375761600
5,103,1,1371182400
5,115,3,1371182400
5,118,2,1383886800
5,120,1,1384491600
5,122,3,1379217600
5,125,1,1391576400
5,135,2,1374292800
5,136,1,1374292800
5,146,1,1378353600
5,154,1,1385874000
5,156,1,1367640000
5,158,3,1401076800
5,163,5,1384318800
5,174,5,1378180800
5,178,1,1387602000
5,191,5,1392440400
5,197,-10,1385960400
5,198,1,1402977600
5,203,1,1367294400
5,216,1,1371960000
5,238,1,1388898000
5,242,5,1386306000
5,245,1,1384750800
5,248,7,1378094400
5,250,2,1403582400
5,255,-10,1387342800
5,262,2,1371009600
5,280,1,1383105600
5,288,2,1390712400
5,289,1,1367208000
5,291,4,1392526800
5,309,2,1383105600
5,310,1,1383364800
5,314,-10,1369800000
5,335,5,1374465600
5,336,1,1372910400
