Source,Target,Weight,Timestamp
1,1771,-10,1339444338
1,1802,1,1330664417
1,1810,3,1375802128
1,1815,2,1355268338
1,1860,1,1332460768
1,1899,1,1336449240
1,1921,1,1335904475
1,1944,2,1333598594
1,1953,2,1376689868
1,2034,1,1346349636
1,2045,1,1376689918
1,2046,4,1336494115
1,2067,1,1397797784
1,2096,-10,1341116253
1,2123,3,1338748836
1,2124,1,1338778777
1,2125,5,1376411537
1,2142,3,1340901839
1,2175,1,1381943077
1,2266,1,1376861513
1,2303,1,1376861566
1,2322,2,1342637362
1,2341,1,1343106886
1,2388,1,1376690461
1,2410,-10,1345780384
1,2455,1,1345437550
1,2471,-10,1345780392
1,2484,1,1349635337
1,2642,1,1376689874
1,2761,1,1350077135
1,3319,1,1393270823
1,3417,2,1361468204
1,3527,2,1376689792
1,3719,1,1363893765
1,3919,1,1402018237
1,4172,1,1387229169
1,4291,2,1393133776
1,4458,1,1376679281
1,4559,1,1387247686
1,4857,2,1393114487
1,4921,2,1396943518
1,5418,2,1393122218
1,5689,2,1410575569
1,5925,2,1427161809
2,1,8,1299556897
2,3,8,1297570107
2,4,5,1289771304
2,6,5,1347122881
2,7,5,1301898700
2,13,1,1307038832
2,20,5,1289370622
2,21,5,1289370557
2,23,5,1347122836
2,39,8,1347122790
2,41,2,1363241047
2,54,2,1296769494
2,60,5,1301898705
2,62,8,1301898738
2,77,2,1301898760
2,110,1,1297878331
2,132,2,1297102509
2,135,2,1347122876
2,142,1,1297647974
2,149,1,1298346435
2,156,1,1298929715
2,166,1,1298520616
2,167,8,1347122785
2,178,3,1347122821
2,198,5,1304347196
2,202,2,1307592441
2,204,-1,1347122733
2,223,8,1347122796
2,245,8,1347122805
2,401,2,1305064402
2,455,1,1305063765
2,516,1,1306038670
2,632,1,1305917102
2,634,1,1307038480
2,651,2,1306115048
2,654,3,1307189946
2,658,1,1305986187
2,732,1,1307038484
2,744,1,1306862212
2,758,1,1306859587
2,779,1,1307137062
2,832,-10,1311132603
2,1363,8,1347122758
2,3397,5,1359344943
2,5929,8,1427727595
4,1,10,1343107244
4,2,6,1304313527
4,3,7,1289245277
4,6,5,1289770757
4,7,7,1306102575
4,13,8,1307592205
4,17,3,1339024627
4,19,6,1304288062
4,26,1,1289641694
4,31,1,1290197549
4,35,5,1374079268
4,39,1,1295416572
4,41,1,1294081178
4,45,6,1306469022
4,57,5,1292795818
4,61,2,1292823618
4,62,7,1309390993
4,66,2,1293050723
4,72,4,1293523499
4,87,1,1294300030
4,125,2,1304277450
4,189,1,1345946574
4,202,8,1304275177
4,282,2,1303175313
4,304,5,1305761024
4,319,5,1306214744
4,352,2,1305261958
4,423,-8,1309380666
4,425,5,1328843186
4,455,2,1305034767
4,466,1,1304651955
4,492,4,1346127083
4,522,1,1307058364
4,537,1,1307103234
4,538,2,1306611684
4,540,1,1306102555
4,592,1,1325063003
4,713,-10,1309380593
4,832,-10,1309309208
4,908,5,1309239245
4,935,4,1318631856
4,1201,8,1345615390
4,1246,7,1308861975
4,1257,5,1309243972
4,1352,3,1330146332
4,1366,2,1337546129
4,1386,2,1322613940
4,1566,1,1322970543
4,1656,3,1335173610
4,1664,1,1324567719
4,1899,1,1342477401
4,1984,3,1335173625
4,1992,1,1339033103
4,2145,2,1338928608
4,2173,2,1341953593
4,2198,3,1342680253
4,2344,1,1345160673
4,2470,2,1347104730
4,2998,1,1353463838
4,3699,1,1374080346
4,4852,3,1385465129
4,5014,8,1384567143
4,5498,3,1396948410
5,1,3,1289660299
5,6,3,1289660319
5,7,1,1289660347
6,1,8,1354068552
6,2,4,1289241912
6,4,2,1289770700
6,5,2,1289241942
6,7,5,1290826367
6,10,3,1354068541
6,32,1,1296291724
6,35,4,1311312167
6,114,2,1296291457
6,173,3,1299448000
6,198,2,1304826215
6,219,4,1304194322
6,258,1,1302322674
6,268,3,1302648709
6,280,1,1316572146
6,384,6,1311915460
6,521,1,1312392223
6,537,5,1323920006
6,550,1,1356834142
6,664,1,1311312175
6,687,1,1318751882
6,856,8,1363836907
6,937,1,1311396972
6,1018,1,1355010315
6,1317,2,1324260662
6,1331,-10,1356834517
6,1363,8,1354068531
6,1383,-10,1346725456
6,1386,3,1322088614
6,1566,1,1324322272
6,1624,3,1355540574
6,1752,5,1363836965
6,1810,3,1351733353
6,1832,1,1355010983
6,2028,1,1354067737
6,2034,1,1342245532
6,2187,5,1363836957
6,2188,9,1363836946
6,2455,1,1345501525
6,2642,4,1356835680
7,1,7,1298267346
7,2,5,1301899168
7,3,6,1292200462
7,4,4,1303848524
7,5,1,1289362700
7,6,3,1290826591
7,13,1,1291757032
7,17,6,1337482515
7,19,5,1293632317
7,20,4,1293409871
7,21,5,1301899227
7,23,4,1318847945
7,28,2,1293481689
7,29,2,1291376110
7,33,2,1299206120
7,34,1,1290644458
7,35,2,1299679074
7,36,3,1292361186
7,39,5,1301899174
7,41,5,1301899185
7,47,1,1296528718
7,53,4,1292442402
7,54,5,1296913558
7,55,1,1292447857
7,56,3,1297980494
7,57,4,1342274606
7,60,5,1297467512
7,62,6,1301899327
7,64,5,1306994516
7,68,3,1305565341
7,72,2,1301899300
7,76,1,1293604590
7,78,1,1299093649
7,80,3,1322524170
7,88,5,1305565655
7,89,2,1294438542
7,96,1,1300745124
7,100,2,1296528669
7,108,1,1303683667
7,109,1,1295847190
7,110,3,1300240397
7,111,1,1296085723
7,113,5,1305841707
7,116,2,1296688773
7,120,5,1305335065
7,122,1,1296553673
7,125,3,1324093699
7,129,4,1307482055
7,132,5,1307943109
7,133,1,1296792124
7,134,3,1304024851
7,135,2,1303269567
7,137,1,1297370442
7,141,2,1297482206
7,142,3,1304118180
7,143,4,1302236755
7,144,1,1304407106
7,152,2,1311312658
7,153,2,1306519740
7,155,4,1304314930
7,156,1,1299912911
7,159,1,1304286473
7,161,3,1298169939
7,166,1,1298759550
7,171,4,1305608753
7,175,2,1302112512
7,179,-1,1301032557
7,184,2,1299088214
7,185,1,1299151908
7,188,1,1299283600
7,193,3,1306238452
7,195,1,1299732938
7,198,3,1307905695
7,200,2,1300015562
7,202,4,1303881691
7,203,3,1305327203
7,204,1,1300232689
7,206,2,1300568051
7,207,3,1300720137
7,209,2,1308179857
7,210,1,1300411885
7,212,1,1301023265
7,215,5,1340680247
7,219,1,1303692371
7,222,3,1305176270
7,228,1,1303692430
7,232,3,1301569600
7,235,5,1313390505
7,240,2,1302970026
7,243,4,1302824119
7,249,1,1303553120
7,254,1,1303263458
7,260,4,1302449755
7,266,2,1303391987
7,269,1,1302845533
7,270,5,1304497865
7,272,2,1303251550
7,280,2,1316545753
7,283,3,1312011918
7,285,1,1302978024
7,293,2,1304471736
7,294,1,1303099055
7,296,4,1303754915
7,304,3,1327142575
7,310,-1,1304794672
7,314,2,1303544458
7,322,4,1305377725
7,326,1,1303702694
7,330,5,1307906790
7,345,2,1304303805
7,351,3,1306354092
7,354,1,1303900441
7,358,3,1306881774
7,361,2,1306365541
7,365,1,1304559682
7,368,1,1304043630
7,378,1,1304818555
7,383,1,1304932739
7,386,2,1305078050
7,393,1,1304280998
7,405,2,1305767271
7,410,-1,1304474308
7,417,5,1315185781
7,418,2,1304367721
7,419,3,1306120758
7,424,2,1304742818
7,425,3,1346030523
7,429,1,1304432825
7,440,2,1304898574
7,447,3,1304901563
7,449,1,1304565310
7,460,2,1304659383
7,465,3,1316380318
7,472,-1,1305013986
7,473,1,1304700406
7,480,1,1305359131
7,481,1,1304795725
7,484,2,1305698227
7,489,1,1304900285
7,494,4,1305168688
7,498,2,1305040443
7,522,2,1313212110
7,533,2,1307951724
7,537,4,1323147460
7,538,1,1305272733
7,540,3,1326085210
7,545,1,1323609246
7,547,2,1305361380
7,548,2,1307150280
7,551,2,1305600657
7,579,4,1306108662
7,584,1,1305569959
7,593,4,1309401418
7,616,1,1305714709
7,620,1,1306380888
7,621,2,1306885017
7,639,4,1306446576
7,640,3,1350176359
7,643,3,1305906053
7,650,2,1306164524
7,655,4,1305972920
7,656,1,1305980431
7,666,2,1306374954
7,709,3,1306482979
7,725,3,1306536996
7,733,2,1306644709
7,753,2,1307309552
7,792,1,1307309825
7,838,3,1307553971
7,878,2,1307220657
7,881,2,1307836955
7,882,4,1309416198
7,892,3,1307253004
7,905,3,1331889076
7,906,-10,1308064620
7,931,2,1307589276
7,935,4,1314063046
7,945,3,1308110575
7,948,2,1307434058
7,963,1,1307488001
7,964,3,1310963741
7,1011,2,1310095919
7,1034,2,1313900308
7,1041,2,1307651649
7,1053,5,1312078550
7,1098,6,1309401452
7,1166,2,1309069624
7,1204,1,1334885384
7,1223,2,1309696725
7,1268,-1,1311221770
7,1281,1,1309352732
7,1316,2,1325965759
7,1317,4,1338794509
7,1318,2,1347437473
7,1334,1,1310698578
7,1335,1,1310619705
7,1386,2,1319831636
7,1413,1,1312953497
7,1428,1,1313579289
7,1487,-5,1343647173
7,1525,4,1321159615
7,1555,1,1345492060
7,1596,1,1325137743
7,1629,1,1324276905
7,1664,1,1327248196
7,1665,1,1325454846
7,1686,2,1330364319
7,1702,1,1326432236
7,1788,1,1339995455
7,1858,1,1331543167
7,1899,3,1343092380
7,1982,2,1339811635
7,2028,3,1337395644
7,2044,1,1336455432
7,2046,2,1341790708
7,2097,1,1342097601
7,2174,1,1353957776
7,2205,1,1342579909
7,2231,1,1347180543
7,2319,2,1350523883
7,2378,1,1345541529
7,2388,2,1350623811
7,2397,4,1346560164
7,2404,1,1345152842
7,2533,1,1346801420
7,2943,1,1354011022
7,3050,1,1353828233
7,3161,1,1355284116
7,4946,1,1382589742
7,5428,2,1393046021
7,5429,1,1393045891
7,5432,1,1393042884
8,1,3,1291315232
9,1,10,1307079617
10,1,8,1289555656
10,2,7,1289555871
10,3,7,1289555876
10,6,7,1289555731
10,8,1,1289555768
10,21,8,1289555746
10,25,10,1289555842
10,41,8,1323398451
13,1,8,1290520564
13,2,2,1307038942
13,4,8,1307638650
13,6,-1,1369868288
13,7,1,1291757016
13,10,8,1289254301
13,16,8,1289254254
13,17,2,1289873612
13,25,10,1352414354
13,29,2,1290088212
13,34,1,1290761557
13,35,3,1375310977
13,41,4,1359683074
13,54,2,1296690765
13,56,1,1307276062
13,96,1,1305698600
13,104,3,1336517159
13,120,2,1340645348
13,135,5,1369882387
13,156,1,1307696755
13,159,1,1305658191
13,160,2,1363340400
13,199,1,1308586664
13,200,1,1300839914
13,270,1,1340664405
13,308,1,1360185557
13,342,2,1344494605
13,350,2,1335867869
13,353,6,1435125237
13,425,2,1332580508
13,468,1,1313391560
13,491,3,1306724603
13,492,1,1347560285
13,493,3,1331101678
13,516,1,1313397135
13,518,1,1305596163
13,522,1,1307058884
13,537,1,1307262653
13,540,3,1347584658
13,546,2,1339115964
13,579,1,1325196020
13,591,2,1336522050
13,592,2,1341337705
13,593,2,1305723965
13,594,1,1305608997
13,605,1,1305657913
13,606,-1,1352775524
13,612,1,1305667850
13,616,2,1338506640
13,619,1,1305692801
13,620,1,1305697758
13,621,1,1309394452
13,634,1,1306870001
13,635,2,1340554322
13,647,2,1306772473
13,654,1,1307277902
13,687,1,1307166126
13,699,1,1307229557
13,705,-2,1388719393
13,710,1,1346973648
13,732,2,1365720195
13,741,1,1306758479
13,742,1,1306767841
13,744,1,1306780556
13,751,1,1306806552
13,765,1,1306871598
13,775,1,1307216059
13,791,1,1352584829
13,832,-10,1307817872
13,862,1,1307213925
13,882,1,1312346789
13,887,1,1307231256
13,905,3,1337879460
13,910,1,1367676026
13,1044,6,1340190120
13,1053,2,1335499375
13,1128,1,1453679633
13,1204,2,1339913503
13,1222,1,1308701430
13,1223,1,1308701488
13,1226,1,1308708525
13,1245,1,1335305634
13,1281,-1,1335688147
13,1317,3,1332188473
13,1334,5,1372898206
13,1352,-10,1365374612
13,1366,1,1330458977
13,1394,1,1338521769
13,1396,3,1345406045
13,1412,1,1338517022
13,1527,1,1343812957
13,1533,1,1319549348
13,1537,1,1319834201
13,1555,4,1340469153
13,1565,2,1336505842
13,1585,1,1339274301
13,1593,1,1338538536
13,1629,1,1361343252
13,1656,3,1375002838
13,1675,3,1347370438
13,1677,3,1340555369
13,1744,1,1331683245
13,1753,-5,1332740904
13,1754,1,1339927293
13,1757,2,1347418145
13,1771,-1,1337908908
13,1788,2,1341533214
13,1794,1,1330484826
13,1815,1,1335396155
13,1832,1,1344554054
13,1833,1,1330643718
13,1860,4,1341871316
13,1886,1,1347856684
13,1890,2,1346040064
13,1899,3,1367450998
13,1902,1,1332358961
13,1909,1,1332713159
13,1910,2,1332722474
13,1916,2,1347902398
13,1921,5,1340360032
13,1922,1,1344355624
13,1923,1,1333005795
13,1937,1,1334105868
13,1967,3,1341621414
13,1986,1,1334962465
13,1990,3,1335064649
13,1991,3,1343723389
13,1998,2,1341272933
13,2006,2,1335420519
13,2011,1,1335778835
13,2016,1,1339483007
13,2028,-3,1369885031
13,2030,3,1336081718
13,2045,2,1438360543
13,2048,2,1341420055
13,2063,1,1340984379
13,2071,1,1337219369
13,2108,1,1338047646
13,2123,2,1338518653
13,2125,2,1368912752
13,2158,1,1339112144
13,2173,1,1340664340
13,2176,4,1345276481
13,2194,1,1348793158
13,2198,5,1349421061
13,2207,1,1340188809
13,2214,6,1343594815
13,2221,1,1344206164
13,2224,1,1343467327
13,2229,-2,1341350664
13,2252,3,1449543772
13,2261,-3,1341350830
13,2310,1,1349528287
13,2392,1,1360496952
13,2411,2,1344703426
13,2419,1,1344747234
13,2498,-10,1352796329
13,2512,1,1368502070
13,2552,1,1347073514
13,2555,2,1347054308
13,2557,1,1347072830
13,2566,-10,1347295518
13,2589,2,1347588085
13,2607,2,1349512572
13,2615,1,1347854971
13,2618,5,1368982913
13,2642,1,1360289176
13,2784,1,1359886103
13,2835,1,1360141743
13,2839,2,1368062329
13,2897,-1,1366664817
13,2961,1,1360309230
13,2962,1,1352583385
13,3029,1,1357800352
13,3040,2,1402437576
13,3120,1,1367541254
13,3185,1,1368921334
13,3219,1,1360608274
13,3319,3,1360894695
13,3397,5,1369462915
13,3405,1,1368477945
13,3434,1,1359887317
13,3453,1,1360381103
13,3465,1,1367637210
13,3472,-10,1360884431
13,3483,1,1360822926
13,3545,4,1370415517
13,3598,1,1335152786
13,3624,1,1363209556
13,3628,2,1366085143
13,3642,1,1367427022
13,3649,1,1367964256
13,3923,1,1367292822
13,3988,4,1405163286
13,4124,1,1367483797
13,4236,1,1368225412
13,4238,1,1369690483
13,4264,1,1368477062
13,4301,2,1369089101
13,4360,1,1370333286
13,4384,1,1379014785
13,4515,2,1375235922
13,4532,3,1439951668
13,4608,2,1453317761
13,5718,-2,1407593800
13,5913,2,1424518464
13,5917,1,1437636650
13,5972,1,1437801957
13,5973,-10,1437887244
13,5984,2,1439968885
15,36,1,1335434055
15,70,1,1295011594
15,93,1,1325782726
15,96,3,1297359911
15,97,2,1294919859
15,167,1,1303416433
15,239,4,1335646761
15,297,2,1304514928
15,455,1,1305028686
15,729,1,1314458586
15,1281,1,1335281243
15,1453,1,1325782911
15,1566,3,1343309212
15,2141,1,1339602313
15,4291,1,1397939322
17,1,9,1291217882
17,3,5,1289442313
17,4,1,1339024628
17,7,4,1304135542
17,13,2,1289873368
17,20,2,1290108487
17,23,1,1289489668
17,28,1,1289836082
17,39,1,1294689438
17,81,1,1294192094
17,149,2,1304126860
17,254,1,1303264358
17,375,2,1304129067
17,418,2,1307730796
17,522,1,1308627060
17,1018,2,1367246589
17,1277,1,1358804426
17,1859,1,1364386317
17,2840,1,1366231971
17,3219,1,1364342012
17,3744,-10,1364386442
17,3756,-10,1364582498
17,3757,-10,1364582498
17,3759,-10,1364582498
17,3760,-10,1364582511
17,3784,1,1364487390
19,1,9,1307676357
19,4,3,1307675596
19,7,9,1307675825
19,23,5,1307676106
19,64,3,1307675562
19,325,1,1307675625
19,546,1,1308370571
19,667,1,1309352767
19,735,1,1308370712
19,904,1,1309352758
19,3029,1,1367853692
19,3744,-10,1367855146
21,1,8,1289441411
21,2,5,1289380982
21,3,7,1289441526
21,7,5,1293191605
21,8,9,1289441451
21,10,8,1289441438
21,36,2,1292297608
21,39,2,1292819329
21,60,5,1303085827
21,77,5,1305294552
21,93,8,1303540926
21,114,1,1298176197
21,132,2,1297824885
21,235,1,1307156782
21,284,1,1307763907
21,308,6,1303483212
21,467,1,1304658112
21,490,8,1304865879
21,506,1,1305028593
21,618,1,1305690292
21,777,2,1307109792
21,2194,2,1344558303
23,1,7,1308697521
23,7,5,1296076062
23,17,1,1291623781
23,19,1,1291623788
23,20,1,1293661056
23,32,1,1293646340
23,69,1,1293888121
23,108,1,1296579083
23,113,4,1297815737
23,231,1,1302820322
23,263,2,1302565808
23,527,2,1305232514
23,686,2,1306197149
23,941,3,1308697467
23,1217,7,1363033600
23,1218,6,1308696917
23,1219,2,1308697486
23,1220,5,1308699002
26,4,1,1289641704
26,35,3,1346890534
26,626,2,1306447242
26,680,1,1306153179
26,780,2,1307294247
26,804,1,1366215368
26,937,2,1307437066
26,1383,-10,1346890182
26,1863,2,1331660251
26,1985,1,1334913962
26,2128,2,1338879315
26,2130,1,1338659570
28,7,1,1293482235
28,35,1,1347944480
28,69,3,1294152393
28,132,1,1297207241
28,231,1,1303447886
28,374,1,1306463984
28,2618,2,1350070794
29,1,4,1301365737
29,7,2,1292716197
29,13,2,1290090118
29,51,1,1292070534
29,52,1,1292085237
29,60,2,1299735275
29,62,2,1304137573
29,120,2,1301142985
29,135,1,1306418572
29,171,1,1301617654
29,186,1,1303773861
29,198,1,1303359603
29,206,1,1302932675
29,212,1,1301020983
29,219,1,1301365872
29,251,2,1302290506
29,256,1,1305958873
29,270,1,1305005490
29,274,2,1303361096
29,280,1,1303361108
29,302,1,1303256263
29,304,1,1303258735
29,328,1,1303725239
29,347,1,1303772945
29,383,2,1308472447
29,411,1,1306201610
29,476,1,1305091191
29,523,1,1305152580
29,656,1,1305975691
29,784,1,1307111544
29,829,1,1307092762
29,891,1,1307249876
29,1172,1,1308277985
31,1,3,1291055973
31,4,2,1290197554
32,1,1,1290666928
32,6,1,1290300442
32,23,1,1293643258
32,1201,1,1314507203
32,2625,1,1405610166
32,4197,1,1404152787
33,1,8,1301607874
33,7,2,1299206112
33,35,4,1439282893
33,51,1,1402040473
33,57,1,1358382666
33,202,1,1304150455
33,215,1,1443748103
33,325,1,1304142167
33,624,1,1305731732
33,714,1,1307324193
33,1565,1,1435000792
33,1639,1,1441829843
33,1731,1,1426920485
33,1810,1,1441816654
33,1850,1,1390774853
33,2045,9,1450222255
33,2942,1,1430424058
33,3107,1,1388003655
33,3451,1,1435315448
33,3598,1,1444109524
33,3649,6,1380751752
33,3804,2,1446689020
33,3828,1,1417411873
33,3878,1,1401100630
33,4172,5,1436544042
33,4291,3,1433290616
33,4611,1,1421262758
33,5449,1,1423267604
33,5569,2,1401458835
33,5921,1,1425615200
33,5982,1,1439279097
33,5991,2,1443757092
34,1,1,1290752776
34,7,1,1290644477
34,13,1,1290758643
35,1,1,1291159911
35,6,2,1291056175
35,7,2,1300184212
35,13,3,1375310859
35,26,1,1341338690
35,28,1,1347946352
35,33,3,1430426079
35,56,2,1314569984
35,65,1,1292920839
35,69,1,1293448473
35,70,1,1293448479
35,79,1,1293994480
35,96,1,1418150918
35,104,3,1415917455
35,110,2,1301003730
35,143,3,1304632498
35,149,2,1354108870
35,186,2,1312910715
35,246,1,1302027411
35,248,2,1302082638
35,251,1,1303845167
35,267,1,1302639584
35,280,1,1316370789
35,322,1,1304632429
35,350,1,1318933668
35,353,1,1304632831
35,374,1,1304632735
35,380,1,1309820951
35,387,1,1306782390
35,390,2,1306782934
35,415,1,1353504812
35,436,1,1357589387
35,458,1,1304978331
35,464,1,1304661080
35,472,-1,1305056235
35,492,3,1345564142
35,528,2,1312967976
35,545,4,1330623954
35,550,1,1384870149
35,592,1,1319321341
35,664,1,1311342794
35,705,1,1316078513
35,729,1,1313489996
35,775,2,1315002582
35,795,1,1307434528
35,823,1,1316290010
35,836,1,1307117082
35,838,1,1307123683
35,862,1,1307203965
35,872,3,1368738150
35,873,1,1321635483
35,894,1,1307524979
35,900,1,1383165853
35,905,5,1372122253
35,923,1,1309334582
35,945,1,1309204581
35,950,1,1307801865
35,975,1,1307525004
35,976,1,1307525017
35,1044,1,1339452518
35,1052,1,1424775670
35,1090,2,1309344052
35,1095,1,1329737805
35,1112,1,1308245332
35,1113,2,1363331562
35,1136,1,1308072007
35,1137,1,1308072083
35,1201,3,1342634092
35,1217,4,1315002376
35,1245,1,1390596636
35,1268,1,1311197118
35,1281,1,1332969727
35,1288,1,1316626239
35,1294,1,1309672874
35,1295,1,1309672886
35,1299,1,1310161595
35,1305,1,1309903639
35,1314,1,1310161574
35,1328,1,1311078731
35,1337,1,1310988045
35,1338,1,1314005826
35,1348,2,1323157367
35,1352,2,1319867687
35,1356,1,1314197930
35,1361,1,1311574850
35,1362,1,1311888077
35,1382,1,1312229850
35,1383,1,1320952687
35,1386,2,1329488570
35,1393,-1,1312556326
35,1394,1,1391891814
35,1396,2,1320775184
35,1405,1,1312828201
35,1406,1,1312828234
35,1414,1,1312967888
35,1417,1,1314714481
35,1426,1,1313782998
35,1432,1,1313707375
35,1434,1,1313739762
35,1437,10,1317205992
35,1439,1,1314469330
35,1440,1,1314188342
35,1441,1,1314468916
35,1445,1,1314468892
35,1446,1,1314785102
35,1447,1,1314614597
35,1450,1,1314785116
35,1451,1,1314785377
35,1452,1,1314895110
35,1453,1,1366880549
35,1459,1,1315224564
35,1460,1,1315227659
35,1462,1,1353929042
35,1463,1,1315900667
35,1469,1,1318609449
35,1474,1,1315761202
35,1478,1,1315900902
35,1482,1,1316108705
35,1483,1,1316115885
35,1484,1,1316115895
35,1486,1,1316534255
35,1492,1,1322527383
35,1497,1,1317329345
35,1498,1,1317329374
35,1505,1,1317676440
35,1506,1,1318322723
35,1515,2,1322825084
35,1517,1,1318769760
35,1523,1,1319025030
35,1525,1,1319780904
35,1528,2,1391593164
35,1533,1,1319562204
35,1534,1,1319617805
35,1539,1,1319872348
35,1540,1,1319872361
35,1544,1,1320145148
35,1547,1,1320145009
35,1548,1,1320145020
35,1552,1,1320313837
35,1555,1,1347189090
35,1557,1,1320711508
35,1558,1,1320697366
35,1560,1,1320869426
35,1561,1,1320869459
35,1562,3,1343068493
35,1581,1,1321431016
35,1593,1,1321833233
35,1594,1,1321833243
35,1597,1,1322593641
35,1601,1,1322074417
35,1613,1,1322593606
35,1615,1,1322753622
35,1618,1,1322894646
35,1625,1,1323598936
35,1627,1,1323358140
35,1629,2,1325778653
35,1640,1,1323714675
35,1644,1,1323861546
35,1645,1,1349335342
35,1648,1,1396897988
35,1649,1,1324667498
35,1651,1,1324123116
35,1653,1,1334857103
35,1654,1,1324286088
35,1655,1,1324287281
35,1657,1,1324667488
35,1664,1,1324490169
35,1672,1,1324667478
35,1675,2,1365597747
35,1678,1,1324994362
35,1691,1,1325537086
35,1694,1,1325778321
35,1699,1,1325937233
35,1702,1,1326104756
35,1709,1,1326262451
35,1720,1,1340887183
35,1721,1,1326742933
35,1724,1,1326816437
35,1732,1,1327094895
35,1733,1,1327100558
35,1734,1,1327100567
35,1741,1,1327316834
35,1755,1,1328441260
35,1765,1,1388434977
35,1781,7,1348833215
35,1784,1,1328908427
35,1786,1,1328911253
35,1788,1,1329203361
35,1795,1,1329390229
35,1796,1,1329168782
35,1797,1,1329485837
35,1800,1,1329485873
35,1806,1,1329641305
35,1808,1,1329902350
35,1812,1,1329781154
35,1823,2,1330287128
35,1832,1,1338998923
35,1834,1,1330688017
35,1836,1,1330727500
35,1838,1,1331708785
35,1857,1,1331589095
35,1869,1,1331738559
35,1879,1,1331927407
35,1884,1,1332192184
35,1894,1,1332192132
35,1897,5,1353311555
35,1898,2,1334865265
35,1900,1,1332317703
35,1907,2,1334593878
35,1912,2,1334734026
35,1916,1,1333095128
35,1918,1,1333095147
